241689058722586000,Happy :) 
241226525259751000,Straight Chillin  
241224292631732000,Epic  @ somewhere in Central America  
241220120083578000,I need one of these   @ somewhere in Central America  
241209825193766000,We are finally here... All you need   @ somewhere in Central America  
241182773736534000,One down... One more to go..   @ somewhere in Central America  
241072930975539000,Headed down south #stormchasing  
240673122267848000,Bye bye hair...  
240616494847889000,Looking down to look up...  
240582241732947000,Home sweet home.. #malibu 
240168415862587000,Great times yesterday in San Diego with my brother from another mother @djvice  
239869317699747000,Me taking a photo of you taking a photo of me @toddy_bow kook hahaha fucking love San Diego.. Go chargers @k 
239849562498551000,Now that's a cool iPhone case 
239808353247830000,That earthquake was crazy!! Anybody else feel that?
239262431795351000,Good crew tonight 
239236061392412000,The boys @tackelberry @toddy_bow @tcclarkeee  and I ashy and burnt app... Classic 
238879039073439000,"Come to @StingSanDiego this Friday to party with me for my birthday!
Going to be crazy in San Diego this weekend!"
238062514137604000,Fresh bluefin toro for the bday BBQ...  
237981861941489000,Thank you all for your kind birthday wishes :)
237317910887034000,Back to LA.. Great times with @mattgerold in San Diego.. Hit him up for a good time haha 
237316989197094000,Great times in San Diego with my boy @mattgerold... Call him for a good time if you have his # ... It's wort 
237028053430202000,Bluefin sashimi? 
236953345653366000,Feeding the local harbor seal... The remind me so much of dogs it's crazy 
236931370562240000,@mattgerold IM ON!! Haha pretty much said that every 2 min 
236929083974496000,@brianrapf and I getting bloody #limits   @ tuna grounds  
236518813045248000,Nice day on the water today  @ headed south of the border  
236518044422242000,My weapons   @ somewhere out at sea 
236461409695842000,Good morning 
236284582935265000,A photo through my shades.. Good vibe through these things 
235840263040409000,Loving my boy's  @AlexMaineUS on  check it:  #MadeInAmerica we need more company's like this!!
235430129487208000,Mason went a little too big with @kylieejennerr birthday cake the other night... Such a cute little guy 
235265748166131000,Pretty much all you need 
235133582723661000,@sprandoni one of the most classic photos I have ever seen... He is getting some hahahaha 
234134605903560000,Big sister little sister @kendallnjenner and @kylieejennerr  
234132712104013000,Happy birthday to my little sister @kylieejennerr love you 
233728972557541000,You don't see this everyday   @ zuma beach 
233440346636423000,Poker night 
233087235510124000,Anybody else feel that in SoCal?
233086367029137000,Think I just felt an earthquake
232636711912493000,Just posted a photo  @ Somewhere in Mex 
232625198682234000,#shackfest   @ Somewhere in Mex 
232621655237750000,Just got out of the water... Some of the best beach break of my life  @ Somewhere in Mex 
232585995911053000,Just posted a photo  @ Somewhere in Mex 
232582172475809000,Just posted a photo  @ Somewhere in Mex 
232267399066423000,Thank you mother nature for hooking us up today... one of the best days of my life and I am very grateful fo 
232096364203503000,Today is gonna be a great day 
232092219039965000,GREAT morning :))) 
231893415233732000,Best fish ever 
231727886594371000,Good morning :)  @ Somewhere in Mex 
231543298576236000,Finally here and there is nobody to greet us?... Oh wait.... That's a good thing 
231356157665607000,Flight number 1 complete  
231292517788815000,The journey down south starts now??????????? 
230823212563435000,@tackelberry you are blowing it.. @sprandoni and I are about to get this thing in the air... #Powerparaglidi 
230460618447151000,Still can't believe I was on the back of this thing on Sunday going over 150 mph.. It really feels like it w 
230368546922840000,He has just been staring at me for almost 10 minutes now like this! Funny little guy 
230052689554321000,@tackelberry get some 
229811496002125000,Chilling with the next MotoGP CHAMP!!! @HERRIN3 Follow him 
229452284327784000,Saw this post from u earlier today.. Easy!! with @crtwotwo and @tcclarkeee I hear you are the new party boy? 
229435142781947000,My boy @joshhansen100 riding dirty.. Good man 
229413734576177000,Really @tcclarkeee hahaha 
229391069975031000,The Aquarium in Monterey is pretty awesome   
229385041728376000,Some pretty insane bikes here 
229356220790734000,The 1N is a great drive 
229261262880653000,Road trippin with @tackelberry to Laguna Seca for MotoGP!!! So pumped 
229070996370509000,Saw this thing creeping around outside 
228653020597059000,Might have to hook this thing up with a 30 inch flat screen 
228650942743076000,Got some not so baby Hens today.. #MalibuMiniFarm 
228217944281333000,Classic photo of @tackelberry and the Ken Doll haha I don't think I have ever seen @tackelberry drink and no 
228216222909624000,Yeah @tallywood we need to hang soon my man 
226896713040936000,The boys just kickin with The late night king.. Conan is the MAN 
226851856868048000,Holy shit!! 
225791603833450000,Tonights sunset was insane 
225768826334228000,photo of the sky today 
225766270065315000,Apparently this is me as a zombie? 
225665918993317000,My lady is back from vacation.. Oh how I have missed you  
225441833755475000,@itsshwayze and his little man Hendrix  
225076126530289000,There is a light at the end of the tunnel  
225022650173497000,Summer is the best 
224595510181371000,To @itsshwayze if he goes pro you owe me hahaha cutest little guy ever 
224053122937528000,Nice lips @tackelberry bromance shit haha 
224052833832550000,Haha nice lips @tackelberry  
223617940568817000,Sunset 
223497359064178000,Look who stopped by to say hello!! @kendallnjenner @kylieejennerr my 2 baby sisters!! Not so baby anymore th 
223473722609254000,Now this one brings back memories.. @sprandoni and I back in the day.. How is my wetsuit tan hahah #throwbac 
223471292475654000,What the hell has happened to his neck? Non existent.. He did loose 2 pounds though..  
222940035119448000,NOBU I love u 
222920453809909000,Malibu 27 miles of scenic 2 faced backstabbing  
221465717546029000,Best way to spend a Friday night.. Crushing Balls..... Wait.... Ummm did that sound weird?  
221424303852363000,My older brother @sprandoni hard at work shirtless haha crazy fool 
221374449172230000,Lunch time 
221003457673437000,My little man is posted up watching some D Phil..  
220996109080862000,@tackelberry you by far had the hottest girl of the day/night 
220992462003507000,This pretty much sums up the day for @toddy_bow  #laidout 
220987071848910000,Probably the greatest 4th of my life... Words can't describe  
220283787437813000,Oh you know.. Just washing my balls 
219294905950928000,I guess this pass is all access @wmgastephen @_bigtoe_ @tcclarkeee  
219240428506054000,Watching it all go down 
218841660447145000,Good day LA.. XGames time.. @tcclarkeee get ready 
218589702910001000,@toddy_bow and I really supporting the brand haha #NOHO 
218493140548591000,Such an awesome looking dog 
218479117643956000,Swim time  
218073669312839000,She is almost done!!  
217834050092675000,Had such a great day today.. Nothing like having fun for a great cause.. Thank you @shecks for being such an 
217812148540293000,"25,000 dollars for my boy Eeros first hole in one!! Not too shaby.. Best part about it was that he gave half "
217789537009680000,Helicopter ball drop... This event is the shit 
217760400635207000,Crushing  
217738651503820000,Great times with the boys @salmass @tcclarkeee and @toddy_bow  
217730010625228000,@tallywood sober? Haha 
217656101691326000,Not a bad day for golf... Hanging with my team @tcclarkeee and @toddy_bow for breakfast... Always good times 
217354177381277000,I really don't even know what to say about these 
217094091601739000,Sunday night crushing with @rivers55 
217018337606123000,Like father like son... @kidred_ and @mayorofmalibu  
216904828281036000,Having a power breakfast with @mayorofmalibu and @greglaplant about musics new superstar @kidred_ 
216768534942973000,Sunset a mile high 
216764576207880000,Home sweet home 
216700249056616000,Ashton Eaton just broke the the WORLD RECORD!!! So happy to share this with my Dad and brother @sprandoni .. 
216699246563426000,ASHTON EATON IS THE NEW WORLD RECORD HOLDER!!! CAN'T BELIEVE I JUST WITNESSED THIS!!! HE SCORED A 9039!!! As 
216688947353489000,Male athletes = not hot but BEASTS  
216678882248626000,Female athletes = HOT 
216654826707222000,Not the best conditions for the athletes  
216614721531559000,I am feeling the vibe.. Me training for the 2016 Olympics!! 
216609153278410000,From athlete to reality star haha Bruzer is in heaven right now!! 
216393725872570000,This has to be one of the cutest things I have ever seen... Some little girl just came over to out table and 
216351971848884000,These girls would smoke me haha 
216286665885487000,Living a little piece of your life @kendallnjenner and @kylieejennerr haha Dad wishes you both were here  
216273588452458000,Non fitness 
216257254461153000,Fitness 
216231681827414000,Classic interview going on.. That is Dan O'brian he broke Dads American record and still holds it to this da 
216219942167646000,Bruzer is in heaven right now  
216216182942990000,Don't know what's going on with my hand signals haha I am confusing myself 
216215323479769000,Bruzer was a beast back in the day 
216169810487287000,Headed off to the Olympic Trials with @sprandoni and good old Bruser... Got him to throw up the Shaka haha 
216004777211985000,The real deal 
215984472603115000,@domdom82 working in the side perm lol 
215979997830197000,@domdom82 hooked me up with this SICK new hair style.. Thoughts? I think it's fresh as hell hahaha 
215622712360583000,Time to sweat it out 
215548971182067000,The rainbow of life..  
215517267620925000,My mom with the KING!! And we think we are crazy.. What you know about target practice in the penthouse? Mi  
215189254899376000,You tend to see some very interesting things when you go hiking in Malibu 
215142052760010000,New business cards!!!  
215132947764879000,Had a great time this morning with @mariolopezextra for his radio show.. What a good guy 
215111564540395000,Yeah that sounds about right..  
214486241989771000,Fathers day golf with @kylieejennerr and @kendallnjenner love my sisters :) 
214270594429104000,Chillin with the man of the hour @donkeyshow FOLLOW HIM 
214153927980089000,Just posted a photo 
214149225825579000,Cute little man 
213759141091618000,RT @DCMA_Collective: Please help my dear friend @DidierCohen raise some money for cancer.  RT!
213755779755409000,Health in a cup 
213410293366263000,Just went to the Malibu High graduation to support my little sis... Bringing back old memories  
213087846741966000,Oh you will be coming out of hiding very soon my friend.. #Powerparaglider  
213027331537768000,Best protein out there  
212958769955606000,Just did a really fun interview with playboy radio for @rocket_frog got to hang out with Charlie Murphy!! Th 
212902484400807000,Thank god for u 
212344276720431000,Making fresh plum jam with the Fam.. Soooo good 
212320970843754000,Somebody looks grumpy 
211730595070476000,Ohhh shit @tackelberry has started!! Hanging from the ceiling fan!!  
211726751271890000,Chillin with the boys @jesse_fishman and @tackelberry love kicking it with my homies from Malibu.. Home swee 
211650895119777000,Goodbye my home away from home.. It's been fun.. Miss you already!! 
211451364050604000,The early bird gets the worm!!! Good man @bigga_time for a killer gaff.. Heard @jesse_fishman is Helmet 
211361508968513000,A photo I took with my phone of the Napali Coast in Kauai last week.. Hawaii is pretty much amazing 
211358250719907000,Not much to do on the boat late night except exchange instagram creeper notes.... Why do so many girls on th 
211354591370035000,Calamari anybody?   
211325284551626000,Couldn't think of a better way to spend my Friday night 
211290791803486000,It's go time @bigga_time  
211279982562000000,The boys are headed out to sea.. Time to catch some fish @bigga_time  
211155974768164000,No way this can be good for you.. What's next.. Energy that comes in a white powder substance? 
210593831836585000,With the boys @phatrat and @frankie_valli... @jesvarg makes it pop 
210427351257980000,RT @sprandoni: WATCH our new music video Vaseline!! It is now public!!  
210090207054282000,Exclusive Video Premiere of Brandon and Leah???s ???Vaseline??ù | Maxim  via @MaximMag.. Its awesome! go see for yourself
209785204431257000,I wish I could live here... Oh wait.. I do 
209721588646543000,amazing @RyanSheckler @gopro One of the best videos I have seen in a long time.. now I have to go get it
209721136429268000,RT @RyanSheckler: So stoked that @gopro did this with me! Check it out let me know what u think 
209186785421561000,My 2nd cousin Mason is tired... Such a cute little guy!! Good times with the Family 
209176710686580000,The newest member of the Jenner clan... My beautiful sister Leah Jenner  
